Column,Position,Num_Cells1,Dens1,Num_Cells2,Dens2,Num_Cells3,Dens3,AvgCell,AvgDens,DensSD,CV,Time
4,175,79,1.10E-03,70,9.79E-04,64,8.95E-04,71,9.93E-04,1.06E-04,1.06E+01,36
5,225,75,1.05E-03,69,9.65E-04,64,8.95E-04,69,9.70E-04,7.70E-05,7.94E+00,36
6,275,74,1.03E-03,64,8.95E-04,72,1.01E-03,70,9.79E-04,7.40E-05,7.56E+00,36
7,325,68,9.51E-04,67,9.37E-04,50,6.99E-04,62,8.62E-04,1.41E-04,1.64E+01,36
8,375,70,9.79E-04,59,8.25E-04,56,7.83E-04,62,8.62E-04,1.03E-04,1.20E+01,36
9,425,75,1.05E-03,73,1.02E-03,60,8.39E-04,69,9.70E-04,1.14E-04,1.17E+01,36
10,475,66,9.23E-04,59,8.25E-04,47,6.57E-04,57,8.02E-04,1.34E-04,1.68E+01,36
11,525,59,8.25E-04,67,9.37E-04,41,5.73E-04,56,7.79E-04,1.86E-04,2.39E+01,36
12,575,77,1.08E-03,67,9.37E-04,46,6.43E-04,63,8.86E-04,2.21E-04,2.50E+01,36
13,625,62,8.67E-04,32,4.48E-04,35,4.90E-04,43,6.01E-04,2.31E-04,3.84E+01,36
14,675,23,3.22E-04,29,4.06E-04,35,4.90E-04,29,4.06E-04,8.39E-05,2.07E+01,36
15,725,2,2.80E-05,10,1.40E-04,36,5.03E-04,16,2.24E-04,2.49E-04,1.11E+02,36
16,775,1,1.40E-05,2,2.80E-05,29,4.06E-04,11,1.49E-04,2.22E-04,1.49E+02,36
17,825,7,9.79E-05,6,8.39E-05,28,3.92E-04,14,1.91E-04,1.74E-04,0.00E+00,36
18,875,1,1.40E-05,2,2.80E-05,13,1.82E-04,5,7.46E-05,9.31E-05,0.00E+00,36
19,925,0,0.00E+00,2,2.80E-05,3,4.20E-05,2,2.33E-05,2.14E-05,0.00E+00,36
20,975,0,0.00E+00,4,5.59E-05,0,0.00E+00,1,1.86E-05,3.23E-05,0.00E+00,36
21,1025,0,0.00E+00,6,8.39E-05,0,0.00E+00,2,2.80E-05,4.84E-05,1.73E+02,36
22,1075,0,0.00E+00,9,1.26E-04,1,1.40E-05,3,4.66E-05,6.90E-05,1.48E+02,36
23,1125,0,0.00E+00,8,1.12E-04,1,1.40E-05,3,4.20E-05,6.10E-05,1.45E+02,36
24,1175,1,1.40E-05,9,1.26E-04,3,4.20E-05,4,6.06E-05,5.82E-05,9.61E+01,36
25,1225,7,9.79E-05,11,1.54E-04,7,9.79E-05,8,1.17E-04,3.23E-05,2.77E+01,36
26,1275,12,1.68E-04,14,1.96E-04,9,1.26E-04,12,1.63E-04,3.52E-05,0.00E+00,36
27,1325,34,4.76E-04,21,2.94E-04,22,3.08E-04,26,3.59E-04,1.01E-04,0.00E+00,36
28,1375,37,5.17E-04,45,6.29E-04,28,3.92E-04,37,5.13E-04,1.19E-04,2.32E+01,36
29,1425,61,8.53E-04,51,7.13E-04,39,5.45E-04,50,7.04E-04,1.54E-04,2.19E+01,36
30,1475,70,9.79E-04,73,1.02E-03,59,8.25E-04,67,9.42E-04,1.03E-04,1.09E+01,36
31,1525,65,9.09E-04,70,9.79E-04,64,8.95E-04,66,9.28E-04,4.50E-05,4.85E+00,36
32,1575,67,9.37E-04,71,9.93E-04,68,9.51E-04,69,9.60E-04,2.91E-05,3.03E+00,36
33,1625,76,1.06E-03,65,9.09E-04,54,7.55E-04,65,9.09E-04,1.54E-04,1.69E+01,36
34,1675,78,1.09E-03,70,9.79E-04,67,9.37E-04,72,1.00E-03,7.95E-05,7.93E+00,36
35,1725,58,8.11E-04,69,9.65E-04,64,8.95E-04,64,8.90E-04,7.70E-05,8.65E+00,36
36,1775,77,1.08E-03,78,1.09E-03,65,9.09E-04,73,1.03E-03,1.01E-04,9.86E+00,36
37,1825,77,1.08E-03,68,9.51E-04,71,9.93E-04,72,1.01E-03,6.41E-05,6.36E+00,36
38,1875,65,9.09E-04,68,9.51E-04,62,8.67E-04,65,9.09E-04,4.20E-05,4.62E+00,36
1,25,102,1.43E-03,109,1.52E-03,114,1.59E-03,108,1.52E-03,8.43E-05,5.56E+00,48
2,75,106,1.48E-03,99,1.38E-03,98,1.37E-03,101,1.41E-03,6.10E-05,4.32E+00,48
3,125,109,1.52E-03,112,1.57E-03,86,1.20E-03,102,1.43E-03,1.99E-04,1.39E+01,48
4,175,88,1.23E-03,93,1.30E-03,78,1.09E-03,86,1.21E-03,1.07E-04,8.85E+00,48
5,225,94,1.31E-03,81,1.13E-03,81,1.13E-03,85,1.19E-03,1.05E-04,8.80E+00,48
6,275,84,1.17E-03,93,1.30E-03,70,9.79E-04,82,1.15E-03,1.62E-04,1.41E+01,48
7,325,95,1.33E-03,90,1.26E-03,74,1.03E-03,86,1.21E-03,1.53E-04,1.27E+01,48
8,375,79,1.10E-03,82,1.15E-03,76,1.06E-03,79,1.10E-03,4.20E-05,3.80E+00,48
9,425,100,1.40E-03,85,1.19E-03,76,1.06E-03,87,1.22E-03,1.70E-04,1.39E+01,48
10,475,91,1.27E-03,86,1.20E-03,69,9.65E-04,82,1.15E-03,1.61E-04,1.41E+01,48
11,525,78,1.09E-03,88,1.23E-03,79,1.10E-03,82,1.14E-03,7.70E-05,6.74E+00,48
12,575,72,1.01E-03,82,1.15E-03,56,7.83E-04,70,9.79E-04,1.83E-04,1.87E+01,48
13,625,77,1.08E-03,59,8.25E-04,56,7.83E-04,64,8.95E-04,1.59E-04,1.77E+01,48
14,675,55,7.69E-04,53,7.41E-04,54,7.55E-04,54,7.55E-04,1.40E-05,1.85E+00,48
15,725,34,4.76E-04,32,4.48E-04,58,8.11E-04,41,5.78E-04,2.02E-04,3.50E+01,48
16,775,14,1.96E-04,28,3.92E-04,51,7.13E-04,31,4.34E-04,2.61E-04,6.03E+01,48
17,825,21,2.94E-04,15,2.10E-04,45,6.29E-04,27,3.78E-04,2.22E-04,0.00E+00,48
18,875,6,8.39E-05,4,5.59E-05,21,2.94E-04,10,1.45E-04,1.30E-04,0.00E+00,48
19,925,1,1.40E-05,6,8.39E-05,7,9.79E-05,5,6.53E-05,4.50E-05,0.00E+00,48
20,975,0,0.00E+00,14,1.96E-04,3,4.20E-05,6,7.93E-05,1.03E-04,0.00E+00,48
21,1025,2,2.80E-05,12,1.68E-04,1,1.40E-05,5,6.99E-05,8.51E-05,1.22E+02,48
22,1075,1,1.40E-05,17,2.38E-04,7,9.79E-05,8,1.17E-04,1.13E-04,9.70E+01,48
23,1125,3,4.20E-05,22,3.08E-04,4,5.59E-05,10,1.35E-04,1.50E-04,1.11E+02,48
24,1175,18,2.52E-04,27,3.78E-04,8,1.12E-04,18,2.47E-04,1.33E-04,5.38E+01,48
25,1225,33,4.62E-04,30,4.20E-04,15,2.10E-04,26,3.64E-04,1.35E-04,3.71E+01,48
26,1275,54,7.55E-04,46,6.43E-04,33,4.62E-04,44,6.20E-04,1.48E-04,0.00E+00,48
27,1325,61,8.53E-04,54,7.55E-04,46,6.43E-04,54,7.51E-04,1.05E-04,0.00E+00,48
28,1375,52,7.27E-04,60,8.39E-04,54,7.55E-04,55,7.74E-04,5.82E-05,7.52E+00,48
29,1425,61,8.53E-04,72,1.01E-03,65,9.09E-04,66,9.23E-04,7.79E-05,8.44E+00,48
30,1475,75,1.05E-03,87,1.22E-03,68,9.51E-04,77,1.07E-03,1.34E-04,1.25E+01,48
31,1525,87,1.22E-03,89,1.24E-03,83,1.16E-03,86,1.21E-03,4.27E-05,3.54E+00,48
32,1575,80,1.12E-03,82,1.15E-03,71,9.93E-04,78,1.09E-03,8.20E-05,7.54E+00,48
33,1625,75,1.05E-03,84,1.17E-03,74,1.03E-03,78,1.09E-03,7.70E-05,7.09E+00,48
34,1675,80,1.12E-03,83,1.16E-03,82,1.15E-03,82,1.14E-03,2.14E-05,1.87E+00,48
35,1725,75,1.05E-03,72,1.01E-03,90,1.26E-03,79,1.10E-03,1.35E-04,1.22E+01,48
36,1775,82,1.15E-03,85,1.19E-03,90,1.26E-03,86,1.20E-03,5.65E-05,4.72E+00,48
37,1825,94,1.31E-03,83,1.16E-03,83,1.16E-03,87,1.21E-03,8.88E-05,7.33E+00,48
38,1875,91,1.27E-03,95,1.33E-03,86,1.20E-03,91,1.27E-03,6.31E-05,4.97E+00,48
