Column,Position,Num_Cells1,Dens1,Num_Cells2,Dens2,Num_Cells3,Dens3,AvgCell,AvgDens,DensSD,CV,Time
23,1125,5,6.99E-05,0,0.00E+00,0,0.00E+00,2,2.33E-05,4.04E-05,1.73E+02,0
24,1175,6,8.39E-05,0,0.00E+00,0,0.00E+00,2,2.80E-05,4.84E-05,1.73E+02,0
25,1225,1,1.40E-05,3,4.20E-05,0,0.00E+00,1,1.86E-05,2.14E-05,1.15E+02,0
26,1275,2,2.80E-05,0,0.00E+00,0,0.00E+00,1,9.32E-06,1.61E-05,1.73E+02,0
27,1325,2,2.80E-05,0,0.00E+00,3,4.20E-05,2,2.33E-05,2.14E-05,9.17E+01,0
28,1375,6,8.39E-05,0,0.00E+00,9,1.26E-04,5,6.99E-05,6.41E-05,9.17E+01,0
29,1425,4,5.59E-05,27,3.78E-04,92,1.29E-03,41,5.73E-04,6.38E-04,1.11E+02,0
30,1475,69,9.65E-04,86,1.20E-03,91,1.27E-03,82,1.15E-03,1.61E-04,1.41E+01,0
31,1525,69,9.65E-04,84,1.17E-03,83,1.16E-03,79,1.10E-03,1.17E-04,1.07E+01,0
32,1575,66,9.23E-04,82,1.15E-03,81,1.13E-03,76,1.07E-03,1.25E-04,1.17E+01,0
33,1625,92,1.29E-03,86,1.20E-03,105,1.47E-03,94,1.32E-03,1.36E-04,1.03E+01,0
34,1675,67,9.37E-04,84,1.17E-03,77,1.08E-03,76,1.06E-03,1.19E-04,1.12E+01,0
35,1725,59,8.25E-04,94,1.31E-03,82,1.15E-03,78,1.10E-03,2.49E-04,2.27E+01,0
36,1775,62,8.67E-04,100,1.40E-03,76,1.06E-03,79,1.11E-03,2.69E-04,2.42E+01,0
37,1825,91,1.27E-03,91,1.27E-03,82,1.15E-03,88,1.23E-03,7.27E-05,5.90E+00,0
38,1875,76,1.06E-03,81,1.13E-03,67,9.37E-04,75,1.04E-03,9.92E-05,9.50E+00,0
1,25,98,1.37E-03,96,1.34E-03,92,1.29E-03,95,1.33E-03,4.27E-05,3.20E+00,12
2,75,83,1.16E-03,69,9.65E-04,88,1.23E-03,80,1.12E-03,1.38E-04,1.23E+01,12
3,125,91,1.27E-03,100,1.40E-03,89,1.24E-03,93,1.31E-03,8.20E-05,6.28E+00,12
4,175,79,1.10E-03,102,1.43E-03,86,1.20E-03,89,1.24E-03,1.65E-04,1.32E+01,12
5,225,78,1.09E-03,85,1.19E-03,98,1.37E-03,87,1.22E-03,1.42E-04,1.17E+01,12
6,275,92,1.29E-03,95,1.33E-03,84,1.17E-03,90,1.26E-03,7.95E-05,6.29E+00,12
7,325,70,9.79E-04,81,1.13E-03,89,1.24E-03,80,1.12E-03,1.33E-04,1.19E+01,12
8,375,83,1.16E-03,70,9.79E-04,86,1.20E-03,80,1.11E-03,1.19E-04,1.07E+01,12
9,425,64,8.95E-04,83,1.16E-03,83,1.16E-03,77,1.07E-03,1.53E-04,1.43E+01,12
10,475,71,9.93E-04,68,9.51E-04,74,1.03E-03,71,9.93E-04,4.20E-05,4.23E+00,12
11,525,66,9.23E-04,77,1.08E-03,82,1.15E-03,75,1.05E-03,1.14E-04,1.09E+01,12
12,575,57,7.97E-04,61,8.53E-04,69,9.65E-04,62,8.72E-04,8.55E-05,9.80E+00,12
13,625,30,4.20E-04,48,6.71E-04,31,4.34E-04,36,5.08E-04,1.41E-04,2.78E+01,12
14,675,2,2.80E-05,9,1.26E-04,14,1.96E-04,8,1.17E-04,8.43E-05,7.23E+01,12
15,725,2,2.80E-05,0,0.00E+00,3,4.20E-05,2,2.33E-05,2.14E-05,9.17E+01,12
16,775,0,0.00E+00,0,0.00E+00,0,0.00E+00,0,0.00E+00,0.00E+00,,12
17,825,2,2.80E-05,0,0.00E+00,1,1.40E-05,1,1.40E-05,1.40E-05,1.00E+02,12
18,875,4,5.59E-05,2,2.80E-05,0,0.00E+00,2,2.80E-05,2.80E-05,1.00E+02,12
19,925,4,5.59E-05,0,0.00E+00,0,0.00E+00,1,1.86E-05,3.23E-05,1.73E+02,12
20,975,1,1.40E-05,1,1.40E-05,0,0.00E+00,1,9.32E-06,8.07E-06,8.66E+01,12
21,1025,0,0.00E+00,0,0.00E+00,2,2.80E-05,1,9.32E-06,1.61E-05,1.73E+02,12
22,1075,5,6.99E-05,0,0.00E+00,0,0.00E+00,2,2.33E-05,4.04E-05,1.73E+02,12
23,1125,5,6.99E-05,0,0.00E+00,1,1.40E-05,2,2.80E-05,3.70E-05,1.32E+02,12
24,1175,5,6.99E-05,0,0.00E+00,1,1.40E-05,2,2.80E-05,3.70E-05,1.32E+02,12
25,1225,1,1.40E-05,0,0.00E+00,1,1.40E-05,1,9.32E-06,8.07E-06,8.66E+01,12
26,1275,0,0.00E+00,0,0.00E+00,1,1.40E-05,0,4.66E-06,8.07E-06,1.73E+02,12
27,1325,2,2.80E-05,5,6.99E-05,19,2.66E-04,9,1.21E-04,1.27E-04,1.05E+02,12
28,1375,20,2.80E-04,22,3.08E-04,59,8.25E-04,34,4.71E-04,3.07E-04,6.52E+01,12
29,1425,48,6.71E-04,56,7.83E-04,83,1.16E-03,62,8.72E-04,2.56E-04,2.94E+01,12
30,1475,73,1.02E-03,81,1.13E-03,92,1.29E-03,82,1.15E-03,1.33E-04,1.16E+01,12
31,1525,76,1.06E-03,74,1.03E-03,85,1.19E-03,78,1.10E-03,8.20E-05,7.48E+00,12
32,1575,68,9.51E-04,79,1.10E-03,79,1.10E-03,75,1.05E-03,8.88E-05,8.43E+00,12
33,1625,79,1.10E-03,85,1.19E-03,100,1.40E-03,88,1.23E-03,1.51E-04,1.23E+01,12
34,1675,93,1.30E-03,90,1.26E-03,83,1.16E-03,89,1.24E-03,7.18E-05,5.79E+00,12
35,1725,76,1.06E-03,90,1.26E-03,85,1.19E-03,84,1.17E-03,9.92E-05,8.48E+00,12
36,1775,84,1.17E-03,100,1.40E-03,85,1.19E-03,90,1.25E-03,1.25E-04,1.00E+01,12
37,1825,77,1.08E-03,95,1.33E-03,90,1.26E-03,87,1.22E-03,1.30E-04,1.06E+01,12
38,1875,77,1.08E-03,106,1.48E-03,85,1.19E-03,89,1.25E-03,2.09E-04,1.68E+01,12
1,25,129,1.80E-03,130,1.82E-03,101,1.41E-03,120,1.68E-03,2.30E-04,1.37E+01,24
2,75,118,1.65E-03,109,1.52E-03,107,1.50E-03,111,1.56E-03,8.20E-05,5.26E+00,24
3,125,115,1.61E-03,114,1.59E-03,107,1.50E-03,112,1.57E-03,6.10E-05,3.89E+00,24
4,175,118,1.65E-03,108,1.51E-03,103,1.44E-03,110,1.53E-03,1.07E-04,6.96E+00,24
5,225,94,1.31E-03,101,1.41E-03,99,1.38E-03,98,1.37E-03,5.04E-05,3.68E+00,24
6,275,103,1.44E-03,100,1.40E-03,102,1.43E-03,102,1.42E-03,2.14E-05,1.50E+00,24
7,325,97,1.36E-03,98,1.37E-03,106,1.48E-03,100,1.40E-03,6.90E-05,4.92E+00,24
8,375,105,1.47E-03,90,1.26E-03,107,1.50E-03,101,1.41E-03,1.30E-04,9.23E+00,24
9,425,90,1.26E-03,89,1.24E-03,101,1.41E-03,93,1.31E-03,9.31E-05,7.13E+00,24
10,475,86,1.20E-03,88,1.23E-03,100,1.40E-03,91,1.28E-03,1.06E-04,8.29E+00,24
11,525,78,1.09E-03,80,1.12E-03,92,1.29E-03,83,1.17E-03,1.06E-04,9.09E+00,24
12,575,71,9.93E-04,82,1.15E-03,85,1.19E-03,79,1.11E-03,1.03E-04,9.29E+00,24
13,625,56,7.83E-04,68,9.51E-04,60,8.39E-04,61,8.58E-04,8.55E-05,9.96E+00,24
14,675,66,9.23E-04,68,9.51E-04,57,7.97E-04,64,8.90E-04,8.20E-05,9.20E+00,24
15,725,54,7.55E-04,54,7.55E-04,44,6.15E-04,51,7.09E-04,8.07E-05,1.14E+01,24
16,775,35,4.90E-04,34,4.76E-04,42,5.87E-04,37,5.17E-04,6.10E-05,1.18E+01,24
17,825,16,2.24E-04,21,2.94E-04,25,3.50E-04,21,2.89E-04,6.31E-05,2.18E+01,24
18,875,13,1.82E-04,26,3.64E-04,7,9.79E-05,15,2.14E-04,1.36E-04,6.33E+01,24
19,925,7,9.79E-05,18,2.52E-04,1,1.40E-05,9,1.21E-04,1.21E-04,9.95E+01,24
20,975,5,6.99E-05,7,9.79E-05,0,0.00E+00,4,5.59E-05,5.04E-05,9.01E+01,24
21,1025,2,2.80E-05,1,1.40E-05,2,2.80E-05,2,2.33E-05,8.07E-06,3.46E+01,24
22,1075,9,1.26E-04,4,5.59E-05,3,4.20E-05,5,7.46E-05,4.50E-05,6.03E+01,24
23,1125,20,2.80E-04,14,1.96E-04,13,1.82E-04,16,2.19E-04,5.30E-05,2.42E+01,24
24,1175,37,5.17E-04,29,4.06E-04,48,6.71E-04,38,5.31E-04,1.33E-04,2.51E+01,24
25,1225,37,5.17E-04,34,4.76E-04,65,9.09E-04,45,6.34E-04,2.39E-04,3.77E+01,24
26,1275,44,6.15E-04,46,6.43E-04,60,8.39E-04,50,6.99E-04,1.22E-04,1.74E+01,24
27,1325,52,7.27E-04,60,8.39E-04,69,9.65E-04,60,8.44E-04,1.19E-04,1.41E+01,24
28,1375,67,9.37E-04,59,8.25E-04,87,1.22E-03,71,9.93E-04,2.02E-04,2.03E+01,24
29,1425,77,1.08E-03,80,1.12E-03,84,1.17E-03,80,1.12E-03,4.91E-05,4.37E+00,24
30,1475,81,1.13E-03,73,1.02E-03,92,1.29E-03,82,1.15E-03,1.33E-04,1.16E+01,24
31,1525,93,1.30E-03,83,1.16E-03,115,1.61E-03,97,1.36E-03,2.29E-04,1.69E+01,24
32,1575,87,1.22E-03,88,1.23E-03,107,1.50E-03,94,1.31E-03,1.58E-04,1.20E+01,24
33,1625,85,1.19E-03,94,1.31E-03,98,1.37E-03,92,1.29E-03,9.31E-05,7.21E+00,24
34,1675,89,1.24E-03,119,1.66E-03,108,1.51E-03,105,1.47E-03,2.12E-04,1.44E+01,24
35,1725,106,1.48E-03,100,1.40E-03,103,1.44E-03,103,1.44E-03,4.20E-05,2.91E+00,24
36,1775,95,1.33E-03,100,1.40E-03,98,1.37E-03,98,1.37E-03,3.52E-05,2.58E+00,24
37,1825,102,1.43E-03,111,1.55E-03,98,1.37E-03,104,1.45E-03,9.31E-05,6.42E+00,24
38,1875,101,1.41E-03,116,1.62E-03,109,1.52E-03,109,1.52E-03,1.05E-04,6.91E+00,24
1,25,130,1.82E-03,130,1.82E-03,121,1.69E-03,127,1.78E-03,7.27E-05,4.09E+00,36
2,75,122,1.71E-03,106,1.48E-03,120,1.68E-03,116,1.62E-03,1.22E-04,7.52E+00,36
3,125,128,1.79E-03,108,1.51E-03,113,1.58E-03,116,1.63E-03,1.46E-04,8.95E+00,36
4,175,109,1.52E-03,118,1.65E-03,125,1.75E-03,117,1.64E-03,1.12E-04,6.84E+00,36
5,225,112,1.57E-03,118,1.65E-03,111,1.55E-03,114,1.59E-03,5.30E-05,3.33E+00,36
6,275,107,1.50E-03,114,1.59E-03,119,1.66E-03,113,1.59E-03,8.43E-05,5.32E+00,36
7,325,108,1.51E-03,121,1.69E-03,106,1.48E-03,112,1.56E-03,1.14E-04,7.29E+00,36
8,375,102,1.43E-03,107,1.50E-03,100,1.40E-03,103,1.44E-03,5.04E-05,3.50E+00,36
9,425,99,1.38E-03,90,1.26E-03,100,1.40E-03,96,1.35E-03,7.70E-05,5.72E+00,36
10,475,109,1.52E-03,96,1.34E-03,107,1.50E-03,104,1.45E-03,9.79E-05,6.73E+00,36
11,525,79,1.10E-03,96,1.34E-03,100,1.40E-03,92,1.28E-03,1.56E-04,1.22E+01,36
12,575,92,1.29E-03,81,1.13E-03,89,1.24E-03,87,1.22E-03,7.95E-05,6.51E+00,36
13,625,87,1.22E-03,84,1.17E-03,97,1.36E-03,89,1.25E-03,9.52E-05,7.62E+00,36
14,675,65,9.09E-04,70,9.79E-04,66,9.23E-04,67,9.37E-04,3.70E-05,3.95E+00,36
15,725,69,9.65E-04,85,1.19E-03,63,8.81E-04,72,1.01E-03,1.59E-04,1.57E+01,36
16,775,64,8.95E-04,69,9.65E-04,69,9.65E-04,67,9.42E-04,4.04E-05,4.29E+00,36
17,825,71,9.93E-04,77,1.08E-03,65,9.09E-04,71,9.93E-04,8.39E-05,8.45E+00,36
18,875,64,8.95E-04,74,1.03E-03,56,7.83E-04,65,9.04E-04,1.26E-04,1.39E+01,36
19,925,56,7.83E-04,70,9.79E-04,55,7.69E-04,60,8.44E-04,1.17E-04,1.39E+01,36
20,975,58,8.11E-04,61,8.53E-04,63,8.81E-04,61,8.48E-04,3.52E-05,4.15E+00,36
21,1025,61,8.53E-04,68,9.51E-04,71,9.93E-04,67,9.32E-04,7.18E-05,7.70E+00,36
22,1075,66,9.23E-04,68,9.51E-04,59,8.25E-04,64,9.00E-04,6.61E-05,7.35E+00,36
23,1125,71,9.93E-04,75,1.05E-03,72,1.01E-03,73,1.02E-03,2.91E-05,2.86E+00,36
24,1175,73,1.02E-03,72,1.01E-03,67,9.37E-04,71,9.88E-04,4.50E-05,4.55E+00,36
25,1225,83,1.16E-03,78,1.09E-03,76,1.06E-03,79,1.10E-03,5.04E-05,4.56E+00,36
26,1275,74,1.03E-03,66,9.23E-04,85,1.19E-03,75,1.05E-03,1.33E-04,1.27E+01,36
27,1325,80,1.12E-03,89,1.24E-03,86,1.20E-03,85,1.19E-03,6.41E-05,5.39E+00,36
28,1375,85,1.19E-03,86,1.20E-03,74,1.03E-03,82,1.14E-03,9.31E-05,8.15E+00,36
29,1425,97,1.36E-03,77,1.08E-03,95,1.33E-03,90,1.25E-03,1.54E-04,1.23E+01,36
30,1475,89,1.24E-03,79,1.10E-03,94,1.31E-03,87,1.22E-03,1.07E-04,8.75E+00,36
31,1525,97,1.36E-03,88,1.23E-03,107,1.50E-03,97,1.36E-03,1.33E-04,9.76E+00,36
32,1575,109,1.52E-03,93,1.30E-03,118,1.65E-03,107,1.49E-03,1.77E-04,1.19E+01,36
33,1625,99,1.38E-03,108,1.51E-03,107,1.50E-03,105,1.46E-03,6.90E-05,4.71E+00,36
34,1675,103,1.44E-03,113,1.58E-03,102,1.43E-03,106,1.48E-03,8.51E-05,5.74E+00,36
35,1725,113,1.58E-03,124,1.73E-03,116,1.62E-03,118,1.65E-03,7.95E-05,4.83E+00,36
36,1775,108,1.51E-03,121,1.69E-03,119,1.66E-03,116,1.62E-03,9.79E-05,6.03E+00,36
37,1825,108,1.51E-03,114,1.59E-03,110,1.54E-03,111,1.55E-03,4.27E-05,2.76E+00,36
38,1875,116,1.62E-03,122,1.71E-03,121,1.69E-03,120,1.67E-03,4.50E-05,2.69E+00,36
1,25,143,2.00E-03,159,2.22E-03,140,1.96E-03,147,2.06E-03,1.43E-04,6.93E+00,48
2,75,117,1.64E-03,115,1.61E-03,135,1.89E-03,122,1.71E-03,1.54E-04,9.00E+00,48
3,125,135,1.89E-03,117,1.64E-03,118,1.65E-03,123,1.72E-03,1.41E-04,8.20E+00,48
4,175,126,1.76E-03,120,1.68E-03,115,1.61E-03,120,1.68E-03,7.70E-05,4.58E+00,48
5,225,117,1.64E-03,129,1.80E-03,129,1.80E-03,125,1.75E-03,9.69E-05,5.54E+00,48
6,275,118,1.65E-03,128,1.79E-03,113,1.58E-03,120,1.67E-03,1.07E-04,6.38E+00,48
7,325,119,1.66E-03,109,1.52E-03,128,1.79E-03,119,1.66E-03,1.33E-04,8.01E+00,48
8,375,116,1.62E-03,112,1.57E-03,107,1.50E-03,112,1.56E-03,6.31E-05,4.04E+00,48
9,425,107,1.50E-03,105,1.47E-03,113,1.58E-03,108,1.52E-03,5.82E-05,3.84E+00,48
10,475,106,1.48E-03,109,1.52E-03,105,1.47E-03,107,1.49E-03,2.91E-05,1.95E+00,48
11,525,97,1.36E-03,122,1.71E-03,111,1.55E-03,110,1.54E-03,1.75E-04,1.14E+01,48
12,575,97,1.36E-03,99,1.38E-03,109,1.52E-03,102,1.42E-03,8.99E-05,6.32E+00,48
13,625,89,1.24E-03,106,1.48E-03,96,1.34E-03,97,1.36E-03,1.19E-04,8.81E+00,48
14,675,104,1.45E-03,105,1.47E-03,88,1.23E-03,99,1.38E-03,1.33E-04,9.64E+00,48
15,725,96,1.34E-03,98,1.37E-03,89,1.24E-03,94,1.32E-03,6.61E-05,5.01E+00,48
16,775,98,1.37E-03,103,1.44E-03,83,1.16E-03,95,1.32E-03,1.46E-04,1.10E+01,48
17,825,104,1.45E-03,85,1.19E-03,89,1.24E-03,93,1.30E-03,1.40E-04,1.08E+01,48
18,875,96,1.34E-03,116,1.62E-03,91,1.27E-03,101,1.41E-03,1.85E-04,1.31E+01,48
19,925,87,1.22E-03,100,1.40E-03,92,1.29E-03,93,1.30E-03,9.17E-05,7.05E+00,48
20,975,103,1.44E-03,106,1.48E-03,71,9.93E-04,93,1.31E-03,2.71E-04,2.08E+01,48
21,1025,78,1.09E-03,90,1.26E-03,90,1.26E-03,86,1.20E-03,9.69E-05,8.06E+00,48
22,1075,106,1.48E-03,108,1.51E-03,89,1.24E-03,101,1.41E-03,1.46E-04,1.03E+01,48
23,1125,89,1.24E-03,99,1.38E-03,92,1.29E-03,93,1.31E-03,7.18E-05,5.50E+00,48
24,1175,101,1.41E-03,84,1.17E-03,87,1.22E-03,91,1.27E-03,1.27E-04,1.00E+01,48
25,1225,97,1.36E-03,96,1.34E-03,100,1.40E-03,98,1.37E-03,2.91E-05,2.13E+00,48
26,1275,98,1.37E-03,106,1.48E-03,91,1.27E-03,98,1.38E-03,1.05E-04,7.63E+00,48
27,1325,114,1.59E-03,95,1.33E-03,80,1.12E-03,96,1.35E-03,2.38E-04,1.77E+01,48
28,1375,96,1.34E-03,93,1.30E-03,99,1.38E-03,96,1.34E-03,4.20E-05,3.13E+00,48
29,1425,105,1.47E-03,97,1.36E-03,106,1.48E-03,103,1.44E-03,6.90E-05,4.80E+00,48
30,1475,115,1.61E-03,97,1.36E-03,108,1.51E-03,107,1.49E-03,1.27E-04,8.51E+00,48
31,1525,98,1.37E-03,107,1.50E-03,112,1.57E-03,106,1.48E-03,9.92E-05,6.71E+00,48
32,1575,111,1.55E-03,113,1.58E-03,90,1.26E-03,105,1.46E-03,1.78E-04,1.22E+01,48
33,1625,122,1.71E-03,116,1.62E-03,121,1.69E-03,120,1.67E-03,4.50E-05,2.69E+00,48
34,1675,116,1.62E-03,109,1.52E-03,115,1.61E-03,113,1.59E-03,5.30E-05,3.34E+00,48
35,1725,111,1.55E-03,133,1.86E-03,127,1.78E-03,124,1.73E-03,1.59E-04,9.20E+00,48
36,1775,122,1.71E-03,131,1.83E-03,114,1.59E-03,122,1.71E-03,1.19E-04,6.95E+00,48
37,1825,128,1.79E-03,127,1.78E-03,114,1.59E-03,123,1.72E-03,1.09E-04,6.35E+00,48
38,1875,123,1.72E-03,123,1.72E-03,114,1.59E-03,120,1.68E-03,7.27E-05,4.33E+00,48
