Column,Position,Num_Cells1,Dens1,Num_Cells2,Dens2,Num_Cells3,Dens3,AvgCell,AvgDens,DensSD,CV,Time
27,1325,0,0.00E+00,0,0.00E+00,1,1.40E-05,0,4.66E-06,8.07E-06,1.73E+02,12
28,1375,3,4.20E-05,0,0.00E+00,0,0.00E+00,1,1.40E-05,2.42E-05,1.73E+02,12
29,1425,3,4.20E-05,0,0.00E+00,0,0.00E+00,1,1.40E-05,2.42E-05,1.73E+02,12
30,1475,8,1.12E-04,2,2.80E-05,3,4.20E-05,4,6.06E-05,4.50E-05,7.42E+01,12
31,1525,11,1.54E-04,0,0.00E+00,26,3.64E-04,12,1.72E-04,1.83E-04,1.06E+02,12
32,1575,12,1.68E-04,2,2.80E-05,25,3.50E-04,13,1.82E-04,1.61E-04,8.87E+01,12
33,1625,22,3.08E-04,30,4.20E-04,23,3.22E-04,25,3.50E-04,6.10E-05,1.74E+01,12
34,1675,13,1.82E-04,30,4.20E-04,34,4.76E-04,26,3.59E-04,1.56E-04,4.34E+01,12
35,1725,20,2.80E-04,38,5.31E-04,29,4.06E-04,29,4.06E-04,1.26E-04,3.10E+01,12
36,1775,16,2.24E-04,38,5.31E-04,31,4.34E-04,28,3.96E-04,1.57E-04,3.97E+01,12
37,1825,25,3.50E-04,42,5.87E-04,28,3.92E-04,32,4.43E-04,1.27E-04,2.87E+01,12
38,1875,28,3.92E-04,41,5.73E-04,26,3.64E-04,32,4.43E-04,1.14E-04,2.57E+01,12
1,25,44,6.15E-04,42,5.87E-04,56,7.83E-04,47,6.62E-04,1.06E-04,1.60E+01,24
2,75,45,6.29E-04,31,4.34E-04,46,6.43E-04,41,5.69E-04,1.17E-04,2.06E+01,24
3,125,38,5.31E-04,25,3.50E-04,43,6.01E-04,35,4.94E-04,1.30E-04,2.63E+01,24
4,175,35,4.90E-04,27,3.78E-04,40,5.59E-04,34,4.76E-04,9.17E-05,1.93E+01,24
5,225,41,5.73E-04,26,3.64E-04,40,5.59E-04,36,4.99E-04,1.17E-04,2.35E+01,24
6,275,42,5.87E-04,34,4.76E-04,39,5.45E-04,38,5.36E-04,5.65E-05,1.05E+01,24
7,325,39,5.45E-04,30,4.20E-04,34,4.76E-04,34,4.80E-04,6.31E-05,1.31E+01,24
8,375,41,5.73E-04,32,4.48E-04,29,4.06E-04,34,4.76E-04,8.73E-05,1.84E+01,24
9,425,46,6.43E-04,22,3.08E-04,18,2.52E-04,29,4.01E-04,2.12E-04,5.28E+01,24
10,475,31,4.34E-04,35,4.90E-04,15,2.10E-04,27,3.78E-04,1.48E-04,3.92E+01,24
11,525,34,4.76E-04,31,4.34E-04,17,2.38E-04,27,3.82E-04,1.27E-04,3.32E+01,24
12,575,32,4.48E-04,19,2.66E-04,16,2.24E-04,22,3.12E-04,1.19E-04,3.81E+01,24
13,625,28,3.92E-04,15,2.10E-04,19,2.66E-04,21,2.89E-04,9.31E-05,3.22E+01,24
14,675,27,3.78E-04,17,2.38E-04,4,5.59E-05,16,2.24E-04,1.61E-04,7.21E+01,24
15,725,25,3.50E-04,21,2.94E-04,7,9.79E-05,18,2.47E-04,1.32E-04,5.35E+01,24
16,775,19,2.66E-04,8,1.12E-04,5,6.99E-05,11,1.49E-04,1.03E-04,6.91E+01,24
17,825,21,2.94E-04,10,1.40E-04,4,5.59E-05,12,1.63E-04,1.21E-04,7.39E+01,24
18,875,10,1.40E-04,8,1.12E-04,0,0.00E+00,6,8.39E-05,7.40E-05,8.82E+01,24
19,925,4,5.59E-05,10,1.40E-04,1,1.40E-05,5,6.99E-05,6.41E-05,9.17E+01,24
20,975,2,2.80E-05,15,2.10E-04,1,1.40E-05,6,8.39E-05,1.09E-04,1.30E+02,24
21,1025,4,5.59E-05,18,2.52E-04,0,0.00E+00,7,1.03E-04,1.32E-04,1.29E+02,24
22,1075,0,0.00E+00,5,6.99E-05,2,2.80E-05,2,3.26E-05,3.52E-05,1.08E+02,24
23,1125,4,5.59E-05,2,2.80E-05,1,1.40E-05,2,3.26E-05,2.14E-05,6.55E+01,24
24,1175,0,0.00E+00,1,1.40E-05,2,2.80E-05,1,1.40E-05,1.40E-05,1.00E+02,24
25,1225,0,0.00E+00,1,1.40E-05,1,1.40E-05,1,9.32E-06,8.07E-06,8.66E+01,24
26,1275,0,0.00E+00,3,4.20E-05,1,1.40E-05,1,1.86E-05,2.14E-05,1.15E+02,24
27,1325,0,0.00E+00,1,1.40E-05,1,1.40E-05,1,9.32E-06,8.07E-06,8.66E+01,24
28,1375,8,1.12E-04,1,1.40E-05,1,1.40E-05,3,4.66E-05,5.65E-05,1.21E+02,24
29,1425,25,3.50E-04,0,0.00E+00,2,2.80E-05,9,1.26E-04,1.94E-04,1.54E+02,24
30,1475,17,2.38E-04,14,1.96E-04,15,2.10E-04,15,2.14E-04,2.14E-05,9.96E+00,24
31,1525,21,2.94E-04,12,1.68E-04,40,5.59E-04,24,3.40E-04,2.00E-04,5.87E+01,24
32,1575,24,3.36E-04,27,3.78E-04,36,5.03E-04,29,4.06E-04,8.73E-05,2.15E+01,24
33,1625,29,4.06E-04,58,8.11E-04,35,4.90E-04,41,5.69E-04,2.14E-04,3.76E+01,24
34,1675,31,4.34E-04,63,8.81E-04,38,5.31E-04,44,6.15E-04,2.35E-04,3.82E+01,24
35,1725,27,3.78E-04,57,7.97E-04,38,5.31E-04,41,5.69E-04,2.12E-04,3.73E+01,24
36,1775,36,5.03E-04,74,1.03E-03,45,6.29E-04,52,7.23E-04,2.78E-04,3.84E+01,24
37,1825,46,6.43E-04,60,8.39E-04,50,6.99E-04,52,7.27E-04,1.01E-04,1.39E+01,24
38,1875,43,6.01E-04,71,9.93E-04,48,6.71E-04,54,7.55E-04,2.09E-04,2.77E+01,24
1,25,56,7.83E-04,53,7.41E-04,77,1.08E-03,62,8.67E-04,1.83E-04,2.11E+01,36
2,75,57,7.97E-04,40,5.59E-04,60,8.39E-04,52,7.32E-04,1.51E-04,2.06E+01,36
3,125,51,7.13E-04,48,6.71E-04,53,7.41E-04,51,7.09E-04,3.52E-05,4.97E+00,36
4,175,54,7.55E-04,37,5.17E-04,57,7.97E-04,49,6.90E-04,1.51E-04,2.19E+01,36
5,225,69,9.65E-04,41,5.73E-04,60,8.39E-04,57,7.93E-04,2.00E-04,2.52E+01,36
6,275,65,9.09E-04,37,5.17E-04,45,6.29E-04,49,6.85E-04,2.02E-04,2.94E+01,36
7,325,56,7.83E-04,41,5.73E-04,43,6.01E-04,47,6.53E-04,1.14E-04,1.75E+01,36
8,375,56,7.83E-04,40,5.59E-04,44,6.15E-04,47,6.53E-04,1.16E-04,1.78E+01,36
9,425,67,9.37E-04,32,4.48E-04,41,5.73E-04,47,6.53E-04,2.54E-04,3.89E+01,36
10,475,37,5.17E-04,31,4.34E-04,32,4.48E-04,33,4.66E-04,4.50E-05,9.64E+00,36
11,525,37,5.17E-04,35,4.90E-04,28,3.92E-04,33,4.66E-04,6.61E-05,1.42E+01,36
12,575,49,6.85E-04,41,5.73E-04,21,2.94E-04,37,5.17E-04,2.02E-04,3.90E+01,36
13,625,43,6.01E-04,31,4.34E-04,28,3.92E-04,34,4.76E-04,1.11E-04,2.33E+01,36
14,675,36,5.03E-04,38,5.31E-04,21,2.94E-04,32,4.43E-04,1.30E-04,2.93E+01,36
15,725,36,5.03E-04,25,3.50E-04,16,2.24E-04,26,3.59E-04,1.40E-04,3.90E+01,36
16,775,33,4.62E-04,21,2.94E-04,23,3.22E-04,26,3.59E-04,8.99E-05,2.50E+01,36
17,825,26,3.64E-04,25,3.50E-04,14,1.96E-04,22,3.03E-04,9.31E-05,3.07E+01,36
18,875,21,2.94E-04,5,6.99E-05,1,1.40E-05,9,1.26E-04,1.48E-04,1.18E+02,36
19,925,5,6.99E-05,13,1.82E-04,2,2.80E-05,7,9.32E-05,7.95E-05,8.53E+01,36
20,975,6,8.39E-05,17,2.38E-04,1,1.40E-05,8,1.12E-04,1.14E-04,1.02E+02,36
21,1025,6,8.39E-05,18,2.52E-04,0,0.00E+00,8,1.12E-04,1.28E-04,1.15E+02,36
22,1075,5,6.99E-05,9,1.26E-04,3,4.20E-05,6,7.93E-05,4.27E-05,5.39E+01,36
23,1125,4,5.59E-05,4,5.59E-05,1,1.40E-05,3,4.20E-05,2.42E-05,5.77E+01,36
24,1175,0,0.00E+00,1,1.40E-05,1,1.40E-05,1,9.32E-06,8.07E-06,8.66E+01,36
25,1225,0,0.00E+00,2,2.80E-05,1,1.40E-05,1,1.40E-05,1.40E-05,1.00E+02,36
26,1275,1,1.40E-05,4,5.59E-05,1,1.40E-05,2,2.80E-05,2.42E-05,8.66E+01,36
27,1325,6,8.39E-05,4,5.59E-05,4,5.59E-05,5,6.53E-05,1.61E-05,2.47E+01,36
28,1375,20,2.80E-04,13,1.82E-04,1,1.40E-05,11,1.59E-04,1.34E-04,8.48E+01,36
29,1425,40,5.59E-04,21,2.94E-04,8,1.12E-04,23,3.22E-04,2.25E-04,7.00E+01,36
30,1475,44,6.15E-04,56,7.83E-04,26,3.64E-04,42,5.87E-04,2.11E-04,3.60E+01,36
31,1525,62,8.67E-04,46,6.43E-04,49,6.85E-04,52,7.32E-04,1.19E-04,1.63E+01,36
32,1575,48,6.71E-04,63,8.81E-04,50,6.99E-04,54,7.51E-04,1.14E-04,1.52E+01,36
33,1625,53,7.41E-04,84,1.17E-03,67,9.37E-04,68,9.51E-04,2.17E-04,2.28E+01,36
34,1675,43,6.01E-04,76,1.06E-03,65,9.09E-04,61,8.58E-04,2.35E-04,2.74E+01,36
35,1725,43,6.01E-04,71,9.93E-04,67,9.37E-04,60,8.44E-04,2.12E-04,2.51E+01,36
36,1775,57,7.97E-04,71,9.93E-04,64,8.95E-04,64,8.95E-04,9.79E-05,1.09E+01,36
37,1825,62,8.67E-04,82,1.15E-03,63,8.81E-04,69,9.65E-04,1.58E-04,1.63E+01,36
38,1875,51,7.13E-04,88,1.23E-03,60,8.39E-04,66,9.28E-04,2.70E-04,2.91E+01,36
1,25,84,1.17E-03,78,1.09E-03,106,1.48E-03,89,1.25E-03,2.06E-04,1.65E+01,48
2,75,80,1.12E-03,71,9.93E-04,74,1.03E-03,75,1.05E-03,6.41E-05,6.11E+00,48
3,125,79,1.10E-03,52,7.27E-04,80,1.12E-03,70,9.84E-04,2.22E-04,2.26E+01,48
4,175,72,1.01E-03,45,6.29E-04,79,1.10E-03,65,9.14E-04,2.51E-04,2.75E+01,48
5,225,81,1.13E-03,73,1.02E-03,79,1.10E-03,78,1.09E-03,5.82E-05,5.36E+00,48
6,275,84,1.17E-03,62,8.67E-04,63,8.81E-04,70,9.74E-04,1.74E-04,1.78E+01,48
7,325,80,1.12E-03,64,8.95E-04,70,9.79E-04,71,9.98E-04,1.13E-04,1.13E+01,48
8,375,87,1.22E-03,63,8.81E-04,69,9.65E-04,73,1.02E-03,1.75E-04,1.71E+01,48
9,425,84,1.17E-03,45,6.29E-04,55,7.69E-04,61,8.58E-04,2.83E-04,3.30E+01,48
10,475,67,9.37E-04,47,6.57E-04,36,5.03E-04,50,6.99E-04,2.20E-04,3.14E+01,48
11,525,74,1.03E-03,46,6.43E-04,49,6.85E-04,56,7.88E-04,2.15E-04,2.73E+01,48
12,575,64,8.95E-04,43,6.01E-04,45,6.29E-04,51,7.09E-04,1.62E-04,2.29E+01,48
13,625,67,9.37E-04,52,7.27E-04,42,5.87E-04,54,7.51E-04,1.76E-04,2.34E+01,48
14,675,68,9.51E-04,50,6.99E-04,33,4.62E-04,50,7.04E-04,2.45E-04,3.48E+01,48
15,725,51,7.13E-04,38,5.31E-04,32,4.48E-04,40,5.64E-04,1.36E-04,2.41E+01,48
16,775,48,6.71E-04,43,6.01E-04,40,5.59E-04,44,6.11E-04,5.65E-05,9.26E+00,48
17,825,51,7.13E-04,32,4.48E-04,19,2.66E-04,34,4.76E-04,2.25E-04,4.73E+01,48
18,875,37,5.17E-04,22,3.08E-04,2,2.80E-05,20,2.84E-04,2.46E-04,8.64E+01,48
19,925,16,2.24E-04,17,2.38E-04,1,1.40E-05,11,1.59E-04,1.25E-04,7.91E+01,48
20,975,14,1.96E-04,20,2.80E-04,1,1.40E-05,12,1.63E-04,1.36E-04,8.33E+01,48
21,1025,21,2.94E-04,18,2.52E-04,1,1.40E-05,13,1.86E-04,1.51E-04,8.09E+01,48
22,1075,10,1.40E-04,7,9.79E-05,2,2.80E-05,6,8.86E-05,5.65E-05,6.38E+01,48
23,1125,7,9.79E-05,5,6.99E-05,1,1.40E-05,4,6.06E-05,4.27E-05,7.05E+01,48
24,1175,6,8.39E-05,2,2.80E-05,1,1.40E-05,3,4.20E-05,3.70E-05,8.82E+01,48
25,1225,5,6.99E-05,10,1.40E-04,1,1.40E-05,5,7.46E-05,6.31E-05,8.45E+01,48
26,1275,9,1.26E-04,14,1.96E-04,8,1.12E-04,10,1.45E-04,4.50E-05,3.11E+01,48
27,1325,20,2.80E-04,27,3.78E-04,12,1.68E-04,20,2.75E-04,1.05E-04,3.82E+01,48
28,1375,59,8.25E-04,43,6.01E-04,16,2.24E-04,39,5.50E-04,3.04E-04,5.53E+01,48
29,1425,59,8.25E-04,51,7.13E-04,40,5.59E-04,50,6.99E-04,1.33E-04,1.91E+01,48
30,1475,65,9.09E-04,83,1.16E-03,52,7.27E-04,67,9.32E-04,2.18E-04,2.34E+01,48
31,1525,62,8.67E-04,82,1.15E-03,87,1.22E-03,77,1.08E-03,1.85E-04,1.72E+01,48
32,1575,64,8.95E-04,75,1.05E-03,78,1.09E-03,72,1.01E-03,1.03E-04,1.02E+01,48
33,1625,68,9.51E-04,104,1.45E-03,80,1.12E-03,84,1.17E-03,2.56E-04,2.18E+01,48
34,1675,71,9.93E-04,87,1.22E-03,82,1.15E-03,80,1.12E-03,1.14E-04,1.02E+01,48
35,1725,76,1.06E-03,86,1.20E-03,93,1.30E-03,85,1.19E-03,1.19E-04,1.01E+01,48
36,1775,89,1.24E-03,88,1.23E-03,90,1.26E-03,89,1.24E-03,1.40E-05,1.12E+00,48
37,1825,80,1.12E-03,87,1.22E-03,95,1.33E-03,87,1.22E-03,1.05E-04,8.59E+00,48
38,1875,84,1.17E-03,96,1.34E-03,73,1.02E-03,84,1.18E-03,1.61E-04,1.36E+01,48
